s_id,loc_name,city,lon,lat,value
3125A,娄家坡,安顺,105.8983,26.2481,25.0
3128A,那曲会议中心,那曲地区,92.0506,31.4797,9.0
3131A,烟厂,张家口,114.879,40.7993,8.0
3132A,文明里,秦皇岛,119.610547,39.943889,34.0
3133A,上清寺,重庆,106.5468,29.5654,34.0
3134A,市一中,许昌,113.8172,34.0339,24.0
3136A,龙泉驿区区政府,成都,104.2725,30.5589,22.0
3137A,市委党校,眉山,103.8578,30.0744,29.0
3138A,武陵区永安,常德,111.7153,29.0289,22.0
3139A,鼎城区玉霞,常德,111.6892,28.9881,16.0
3140A,武陵区长庚,常德,111.6625,29.0531,3.0
3141A,信访局,安阳,114.3922,36.0878,18.0
3147A,龙亭公园,开封,114.3438,34.8106,45.0
3148A,区人社局,眉山,103.8291,30.0564,9.0
3149A,笔架山北路,黄石,115.0235,30.1578,26.0
3151A,宜春学院北校区,宜春,114.375,27.8097,29.0
3153A,民族大道182号,武汉,114.3877,30.4908,30.0
3164A,广陵建设局,扬州,119.4686,32.3942,63.0
3165A,两寺渡,咸阳,108.6594,34.2969,25.0
3169A,太极体育中心,焦作,113.2725,35.2071,19.0
3171A,梁园区档案局,商丘,115.6071,34.4465,37.0
3173A,市人大,安庆,117.0598,30.5351,22.0
3178A,潍坊七中,潍坊,119.0587,36.721,37.0
3179A,官渡区博物馆,昆明,102.7494,25.0119,24.0
3180A,质量技术监督局,迪庆州,99.7136,27.8094,8.0
3182A,丽阳花园,巴中,106.7656,31.8545,32.0
3183A,圣泉水务公司,巴中,106.7418,31.8654,52.0
3185A,巨轮,太原,112.5628,37.8964,38.0
3186A,教育港,兰州,103.7158,36.1058,34.0
3187A,远航博物馆,宿州,116.9509,33.666,26.0
3188A,市城管局,衡水,115.6683,37.7217,15.0
3190A,外国语学校,九江,116.0254,29.6994,34.0
3191A,宿豫区政府,宿迁,118.3225,33.9447,51.0
3192A,阿里藏医院,阿里地区,80.0903,32.5028,8.0
3194A,管委会,荆州,112.2747,30.3122,29.0
3195A,市体育局,扬州,119.3633,32.3972,62.0
3200A,监控中心,聊城,115.9819,36.4978,12.0
3201A,东关招商场,武威,102.6486,37.9325,35.0
3204A,规划局,平顶山,113.3025,33.73,29.0
3206A,新钢沁园村,新余,114.9149,27.807,38.0
3207A,市政府原办公楼,滁州,118.3118,32.3038,41.0
3208A,市政府,忻州,112.7283,38.4153,23.0
3209A,宁德一中,宁德,119.5231,26.6562,15.0
3210A,汴京公园,开封,114.3644,34.7964,24.0
3216A,漳州党校,漳州,114.6622,24.5183,31.0
3237A,展览馆,池州,117.4918,30.6617,42.0
3239A,银鹰制药,辽源,125.0764,42.9078,31.0
3241A,百合公园,兰州,103.7439,36.0842,34.0
3242A,和平,兰州,103.9611,35.998,20.0
3245A,新区管委会,兰州新区,103.6633,36.533,83.0
3246A,舟曲中学,兰州新区,103.6975,36.4789,22.0
3247A,市总工会,陇南,104.955,33.371,9.0
3248A,雄关区,嘉峪关,98.2643,39.7724,33.0
3265A,宝山庙行,上海,121.4316,31.3322,35.0
3266A,崇明上实东滩,上海,121.8791,31.4662,33.0
3268A,嘉定南翔,上海,121.3162,31.2838,37.0
3269A,金山新城,上海,121.3359,30.7456,22.0
3270A,闵行浦江,上海,121.4996,31.0739,29.0
3271A,青浦徐泾,上海,121.2886,31.1663,35.0
3272A,松江图书馆,上海,121.2186,31.0378,34.0
3273A,长宁仙霞,上海,121.3902,31.2059,29.0
3274A,浦东惠南,上海,121.7965,31.0507,35.0
3281A,延庆夏都,北京,115.9718,40.4529,20.0
3282A,大同市卫生学校,大同,113.3397,40.0597,21.0
3283A,滨河大厦,包头,109.9154,40.5685,29.0
3284A,海北新区,乌海,106.813,39.7274,26.0
3285A,北京八中,乌兰察布,113.1376,40.9509,8.0
3286A,桥北物流园区,赤峰,118.9359,42.3147,25.0
3287A,富润路1号,镇江,119.3842,32.1976,79.0
3288A,大泉街道,徐州,117.4754,34.4422,34.0
3289A,方洲路,苏州,120.743,31.3188,39.0
3290A,木渎中学,苏州,120.5031,31.2774,21.0
3291A,通州监测站,南通,121.067,32.062,29.0
3293A,月亮广场,盐城,120.1501,33.3367,63.0
3294A,引江管理处,扬州,119.5653,32.4222,74.0
3295A,姜堰区政府广场,泰州,120.1259,32.5099,73.0
3298A,从化街口,广州,113.5717,23.5491,48.0
3299A,白云竹料,广州,113.3472,23.3692,58.0
3300A,白云嘉禾,广州,113.2981,23.237,42.0
3301A,黄埔科学城,广州,113.4256,23.1716,38.0
3302A,番禺大学城,广州,113.3942,23.0483,32.0
3303A,南沙黄阁,广州,113.4922,22.8168,19.0
3304A,南沙街,广州,113.5342,22.7896,22.0
3305A,莲花,深圳,114.0731,22.559,18.0
3306A,民治,深圳,114.0261,22.6198,26.0
3307A,横岗,深圳,114.1871,22.6451,18.0
3308A,金湾,珠海,113.3494,22.0569,9.0
3311A,江海富民,江门,113.1075,22.5647,15.0
3313A,高要湖西,肇庆,112.4575,23.0166,20.0
3314A,惠阳秋长,惠州,114.4338,22.8134,9.0
3315A,梅龙,梅州,116.1233,24.2991,19.0
3317A,两阳中学,阳江,111.9765,21.8947,13.0
3318A,清新太和,清远,112.9903,23.7403,29.0
3319A,万江金泰,东莞,113.7338,23.0381,20.0
3320A,曲溪,揭阳,116.403,23.5699,26.0
3323A,青少年活动中心,张家口,115.2773,40.9724,9.0
3324A,河北水利电力学院,沧州,116.8136,38.3004,26.0
3325A,雍阳西道,天津,117.0365,39.3828,60.0
3326A,辛老路,天津,117.0296,39.0605,33.0
3327A,地纬路,天津,116.9638,38.9375,19.0
3328A,市气象局,芜湖,118.4209,31.3707,54.0
3329A,山南新区,淮南,117.0108,32.5893,14.0
3330A,杜集区检察院,淮北,116.8873,33.9836,31.0
3331A,图书馆,滁州,118.3267,32.2634,36.0
3332A,亳州学院,亳州,115.7633,33.8034,32.0
3333A,第八中学,池州,117.5627,30.695,41.0
3334A,第十二中学,池州,117.5038,30.6243,37.0
3335A,马村街道办,焦作,113.3137,35.2641,24.0
3336A,焦作技师学院,焦作,113.2465,35.2373,20.0
3337A,许昌学院,许昌,113.8614,34.0442,26.0
3338A,芙蓉广场,许昌,113.843,34.0823,22.0
3339A,小管楼,驻马店,114.0012,33.0412,39.0
3340A,伊滨,洛阳,112.6005,34.6326,33.0
3341A,中移产业园,洛阳,112.4951,34.6332,20.0
3342A,中心小学,伊春,128.4741,47.4346,12.0
3343A,检察院,伊春,128.6871,47.7369,14.0
3344A,双子河社区,伊春,128.8431,47.8474,16.0
3345A,中波台,七台河,131.0577,45.7879,30.0
3346A,安康,重庆,108.3872,31.1628,13.0
3347A,北山路,重庆,105.9017,29.3569,10.0
3348A,春阳街,重庆,105.839,30.1946,4.0
3349A,人民东路,重庆,107.7983,30.6758,17.0
3350A,滩子口,重庆,106.6479,29.0244,28.0
3352A,桃源西路,重庆,107.0732,29.8617,25.0
3353A,迎宾大道,重庆,107.3535,29.7287,22.0
3354A,舟白,重庆,108.815,29.5081,22.0
3355A,周家坝,重庆,108.3679,30.8426,15.0
3356A,百安坝,重庆,108.4319,30.7555,20.0
3357A,金博路,成都,104.0106,30.6931,29.0
3358A,临江路,成都,103.8458,30.6994,15.0
3359A,华阳,成都,104.0578,30.5225,31.0
3360A,南湖救助站,自贡,104.7894,29.3194,14.0
3361A,理工大学,乐山,103.7311,29.5628,20.0
3362A,即墨2号,青岛,120.5014,36.4034,23.0
3363A,新区,淄博,117.9883,36.8372,17.0
3364A,市环保局,枣庄,117.3152,34.8103,17.0
3365A,垦利区民丰路,东营,118.5719,37.565,24.0
3366A,中国农业大学,烟台,121.5206,37.4336,22.0
3368A,高新实验学校,潍坊,119.1977,36.6872,31.0
3370A,十里堡居委,临沂,118.3564,35.0215,27.0
3371A,开发区人民医院,德州,116.3728,37.4403,16.0
3372A,太阳城中学,德州,116.3572,37.4094,16.0
3374A,定陶老年大学,菏泽,115.5564,35.0891,17.0
3375A,青年创业园,昆明,102.8017,24.8336,30.0
3376A,南苑二区,曲靖,103.7947,25.462,26.0
3377A,曲靖师范学院,曲靖,103.7444,25.5261,18.0
3378A,老边实验中学,营口,122.371,40.6771,32.0
3379A,鲅鱼圈市民活动中心,营口,122.1139,40.2278,30.0
3380A,甘肃民族师范学院,甘南州,102.8914,34.9617,12.0
3396A,襄城隆中路,襄阳,112.0828,32.0067,32.0
3397A,高新台子湾,襄阳,112.1214,32.1008,36.0
3398A,市林业局,黄冈,114.9136,30.4445,23.0
3399A,师范学院,衡阳,112.6703,26.882,53.0
3400A,龙潭自来水厂,北海,109.1911,21.4415,21.0
3401A,红星社区,南宁,108.4834,22.7618,20.0
3402A,市二中,柳州,109.5422,24.3996,60.0
3403A,创业大厦,桂林,110.1764,25.2381,70.0
3404A,北职校,钦州,108.5959,21.9633,23.0
3405A,新世纪学校,贵港,109.5886,23.1172,23.0
3406A,祈福高中,百色,106.6085,23.8798,42.0
3407A,秀洲住建,嘉兴,120.6916,30.7739,26.0
3408A,绍兴中专,绍兴,120.5683,29.9361,35.0
3409A,柯桥区政府,绍兴,120.4906,30.0861,52.0
3410A,重华小学,绍兴,120.8752,30.0249,23.0
3411A,上虞中学,绍兴,120.8369,30.0137,16.0
3413A,广丰区教体局,上饶,118.1953,28.4401,81.0
3414A,桑海产业园,赣江新区,115.8347,28.932,57.0
3415A,万载县环保局,宜春,114.4519,28.0828,37.0
3416A,潍坊学院,潍坊,119.1755,36.7149,35.0
3417A,平谷新城,北京,117.0709,40.1465,48.0
3418A,密云新城,北京,116.8336,40.4095,35.0
3419A,包头市委党校,包头,109.9447,40.6261,19.0
3421A,市委党校,乌兰察布,113.1775,40.9779,10.0
3422A,江宁彩虹桥,南京,118.8436,31.9198,53.0
3423A,溧水永阳,南京,119.0138,31.6494,52.0
3424A,高淳老职中,南京,118.879,31.3302,48.0
3425A,越秀幼儿园,苏州,120.624,31.1733,32.0
3426A,新华书店,淮安,118.8755,33.2894,77.0
3427A,六合雄州,南京,118.8554,32.3578,62.0
3428A,华庄,无锡,120.3142,31.4753,34.0
3429A,武进经发区,常州,119.8598,31.7066,52.0
3430A,金坛城区,常州,119.5826,31.7245,56.0
3431A,高铁新城,苏州,120.6505,31.416,30.0
3432A,环境教育馆,南通,120.9348,31.9883,26.0
3434A,工贸学校,连云港,119.2413,34.6539,85.0
3435A,周山河街区,泰州,119.9192,32.4322,54.0
3436A,大丰高级中学,盐城,120.4279,33.205,29.0
3437A,达坂城区环保局,乌鲁木齐,88.3118,43.3658,14.0
3438A,红光山片区,乌鲁木齐,87.6162,43.8801,3.0
3439A,新师大温泉校区,乌鲁木齐,87.7024,43.8004,16.0
3440A,大绿谷,乌鲁木齐,87.4921,43.8411,22.0
3441A,经开区管委会,五家渠,87.546,44.1912,29.0
3442A,南区管委会,石河子,86.047,44.2331,19.0
3443A,花都梯面,广州,113.2902,23.5544,28.0
3444A,潮南峡山,汕头,116.454,23.2684,13.0
3445A,从化良口,广州,113.7858,23.7478,22.0
3446A,增城荔城,广州,113.8051,23.2614,30.0
3447A,坪山,深圳,114.3551,22.7151,16.0
3448A,横琴,珠海,113.5433,22.1163,15.0
3449A,新会银湖,江门,113.05,22.4667,18.0
3450A,电白水东,茂名,111.01,21.5165,14.0
3451A,鼎湖凤凰,肇庆,112.5617,23.2083,23.0
3452A,大亚湾霞涌,惠州,114.6517,22.775,13.0
3453A,阳东陶然,阳江,112.0125,21.8749,14.0
3454A,中山南区,中山,113.3528,22.478,12.0
3455A,清城东城,清远,113.076,23.7198,39.0
3456A,鹿泉一中,石家庄,114.289,38.0906,24.0
3457A,冀东油田职工医院,唐山,118.4359,39.2762,119.0
3458A,香泉濮院小区,邯郸,114.7895,36.5593,25.0
3459A,地表水厂,衡水,115.5989,37.5491,16.0
3460A,北环路,天津,117.4067,40.0583,97.0
3461A,建设路,天津,117.3045,39.7169,41.0
3462A,滨水东路,天津,117.8199,39.3521,117.0
3463A,社会福利中心,宿州,116.9708,33.591,25.0
3464A,高教基地,合肥,117.3803,31.9147,19.0
3465A,清苑社区,芜湖,118.4781,31.3225,58.0
3466A,扬子职业技术学院,芜湖,118.2746,31.2326,58.0
3468A,市规划展馆,阜阳,115.7901,32.8613,24.0
3469A,枣园社区,阜阳,115.836,32.9183,21.0
3470A,夏渡子站,宣城,118.7724,30.9141,63.0
3471A,惠济区政府,郑州,113.616563,34.86783,30.0
3473A,技师学院,开封,114.2485,34.8306,20.0
3474A,大新区,鹤壁,114.2617,35.6822,21.0
3475A,市政府,新乡,113.9188,35.3045,24.0
3476A,河师大,新乡,113.9135,35.3327,24.0
3477A,中站许衡医院,焦作,113.1656,35.2539,19.0
3478A,市图书馆,漯河,113.9749,33.5664,30.0
3479A,召陵区卫健委,漯河,114.0967,33.5906,38.0
3480A,美溪镇,伊春,129.1368,47.6417,17.0
3482A,芙蓉中路,重庆,107.7541,29.3277,16.0
3483A,西山,重庆,108.7661,29.5368,14.0
3484A,行政中心,重庆,106.2628,29.32,20.0
3485A,高寺路,重庆,107.0944,29.1608,2.0
3486A,植物园,四平,124.4036,43.1411,21.0
3487A,车城东七路,成都,104.2394,30.5319,26.0
3488A,青白江技师分院,成都,104.3853,30.7453,18.0
3489A,科学城,成都,104.0789,30.4072,28.0
3490A,纳溪区环保局,泸州,105.3617,28.7703,32.0
3491A,西科大附属小学,绵阳,104.69,31.5322,22.0
3492A,安州区旅游局,绵阳,104.5648,31.5343,21.0
3494A,济阳区政府,济南,117.1673,36.9782,24.0
3495A,锦屏中学,济南,117.1171,36.63,15.0
3496A,南坊新区,临沂,118.3604,35.1084,22.0
3498A,河口城区,东营,118.5055,37.8612,17.0
3500A,北湖一中,济宁,116.5814,35.3707,24.0
3501A,服务中心,济宁,116.8249,35.5593,23.0
3502A,国网新校,泰安,117.1812,36.2275,19.0
3503A,交通技校,泰安,117.0313,36.2018,14.0
3504A,山东第一医科大学,泰安,117.0829,36.13,19.0
3505A,临港区管委会,威海,122.1379,37.3414,26.0
3507A,职业技术学院,日照,119.5328,35.4625,51.0
3511A,陵城艺术中心,德州,116.5652,37.3319,14.0
3512A,华润纺织,聊城,116.049,36.4674,16.0
3513A,九州社区,聊城,116.0445,36.4361,13.0
3514A,中海酒店,滨州,117.9378,37.3956,36.0
3515A,开发区一中,滨州,117.9378,37.3553,23.0
3516A,金海六路,滨州,118.0917,37.694,17.0
3520A,妇女儿童医院,石嘴山,106.3495,38.9836,8.0
3521A,石大公路,石嘴山,106.7492,39.2069,34.0
3522A,原州区十五小,固原,106.2177,35.9959,29.0
3523A,滨河新区,银川,106.5105,38.3856,14.0
3524A,文体局,西安,108.6116,34.1164,16.0
3525A,奥体中心,咸阳,108.6396,34.4078,32.0
3526A,吴航,福州,119.5189,25.9664,22.0
3527A,集美中学,厦门,118.0958,24.5688,18.0
3528A,同安二实小,厦门,118.1493,24.7245,19.0
3529A,城华南路,泉州,118.6333,24.9264,18.0
3530A,西洋坪路,漳州,117.6296,24.5314,24.0
3531A,旅游学院,桂林,110.296,25.1253,75.0
3532A,玉林师范学院东校区,玉林,110.1945,22.6831,48.0
3533A,福绵环保局,玉林,110.0527,22.5893,48.0
3534A,西湾,贺州,111.4744,24.4553,41.0
3535A,兴宾区政府,来宾,109.1781,23.7297,38.0
3536A,第十二小学,遵义,106.8547,27.5919,26.0
3537A,长征村,毕节,105.3631,27.3533,16.0
3538A,沙坝,黔南布依族苗族自治州,107.5175,26.2978,5.0
3539A,桂林洋子站,海口,110.5111,19.9736,11.0
3540A,君悦子站,三亚,109.7348,18.3443,14.0
3541A,第一中学子站,儋州,109.5726,19.5167,5.0
3542A,东坡学校子站,儋州,109.5567,19.5187,5.0
3544A,奉贤南桥新城,上海,121.4891,30.925,34.0
3545A,郧阳区金沙路,十堰,110.8054,32.8401,37.0
3546A,猇亭区张家湾站,宜昌,111.4606,30.552,52.0
3547A,龙泉中学南校,荆门,112.1632,31.0138,15.0
3548A,学苑路,荆州,112.1655,30.3364,43.0
3549A,龙凤新区,恩施土家族苗族自治州,109.5061,30.3772,7.0
3550A,昆明学院,昆明,102.7997,24.9786,36.0
3551A,晋宁区生态环境分局,昆明,102.5967,24.6736,27.0
3552A,云天化总部,昆明,102.6678,24.9856,39.0
3557A,镇二中,杭州,119.9464,30.0494,67.0
3558A,市府大楼,杭州,119.7183,30.2367,64.0
3560A,柯桥妇保,绍兴,120.4722,30.0415,63.0
3561A,茶山,温州,120.6985,27.9251,31.0
3562A,南浔区站,湖州,120.4148,30.8538,48.0
3564A,台州科技职业学院,台州,121.2568,28.6681,30.0
3565A,云冈站,大同,113.1367,40.1122,15.0
3566A,图书馆,大同,113.1186,40.2556,16.0
3567A,区一中,大同,113.5931,40.0461,22.0
3568A,向阳小学,长治,113.06,36.0464,27.0
3569A,屯留一中,长治,112.8792,36.3144,16.0
3570A,潞城四中,长治,113.235,36.3489,20.0
3571A,一水厂,朔州,112.2931,39.53,24.0
3572A,栾城区政府,石家庄,114.6419615,37.9001925,22.0
3573A,藁城区实验学校,石家庄,114.8506765,38.0322033,12.0
3574A,井陉矿区区委大楼,石家庄,114.0504658,38.0591645,39.0
3575A,正泰大街热力站,唐山,118.09279,39.58089,110.0
3576A,丰润区政府,唐山,118.1562,39.8322,78.0
3577A,金山小学,唐山,118.43673,39.73809,75.0
3578A,政府服务中心,唐山,118.24498,39.66941,97.0
3579A,永年区实验高中,邯郸,114.50634,36.77178,30.0
3580A,峰峰矿区临水派出所,邯郸,114.20016,36.44293,22.0
3581A,满城区生态环境分局,保定,115.31981,38.95208,52.0
3582A,清苑区第二中学,保定,115.47694,38.76408,20.0
3583A,徐水物探局,保定,115.62909,39.02311,19.0
3584A,容城县环境保护局,雄安新区,115.8844,39.0341,46.0
3585A,河北容城中学,雄安新区,115.8665,39.0645,50.0
3586A,安新县民政局,雄安新区,115.923,38.9405,40.0
3587A,安新县电力局,雄安新区,115.9324,38.9338,30.0
3588A,雄县环境保护局,雄安新区,116.0901,38.9816,49.0
3589A,雄县国土资源局,雄安新区,116.1105,39.0046,54.0
3590A,北区建设指挥部,郑州,113.8374,34.5589,25.0
3591A,上街区政府,郑州,113.30952,34.803229,36.0
3592A,祥符区生态环境局,开封,114.4644,34.7556,40.0
3593A,吉利监测站,洛阳,112.5736,34.8993,35.0
3594A,石龙区,平顶山,112.8867,33.9116,34.0
3596A,南山宾馆,鹤壁,114.1572,35.9603,24.0
3597A,建安区兴业大厦,许昌,113.8134,34.1251,24.0
3598A,富达温泉假日酒店,三门峡,111.1,34.7167,29.0
3599A,书院路,重庆,106.2649,29.9851,8.0
3600A,虎峰,重庆,106.2339,29.5559,14.0
3601A,龙门街,重庆,106.0499,29.8342,5.0
3604A,岚山环保分局,日照,119.3266,35.1044,63.0
3605A,无线电监控中心,西安,109.09,34.5236,48.0
3606A,北杜,西咸新区,108.7108,34.46,28.0
3607A,同德佳苑,西咸新区,108.7096,34.2956,27.0
3608A,崇文塔,西咸新区,108.8558,34.4978,63.0
3610A,昌元,重庆,105.5933,29.4105,17.0
3612A,白碱滩区新站,克拉玛依,85.1045,45.6899,12.0
3613A,亚心广场,昌吉州,87.3095,44.0142,48.0
3614A,地区环保局,和田地区,79.924,37.0877,90.0
3615A,市环保局,和田地区,79.9131,37.113,95.0
3616A,市中心医院,巴中,106.7616,31.8344,26.0
3617A,经开区,广元,105.8047,32.4166,30.0
3618A,金胜,太原,112.4701,37.782,37.0
3619A,龙柱,阳泉,113.617,37.8571,46.0
3620A,泽州一中,晋城,112.8271,35.4828,27.0
3621A,聚英学校,乌海,106.8288,39.6778,34.0
3622A,碧湖山庄,韶关,113.5556,24.8082,32.0
3623A,西乡,深圳,113.8953,22.5861,17.0
3624A,潮南子站,汕头,116.4069,23.2533,36.0
3625A,容桂街道办,佛山,113.2544,22.7642,19.0
3626A,南城元岭,东莞,113.7533,23.0202,18.0
3627A,东城主山,东莞,113.7875,23.0457,31.0
3628A,文笔,云浮,112.0336,22.9374,13.0
3629A,世纪职校,西宁,101.8305,36.5786,24.0
3630A,师大城西校区,西宁,101.7413,36.6397,20.0
3633A,雨山,马鞍山,118.4918,31.6809,38.0
3634A,宿州学院,宿州,116.9884,33.6305,19.0
3635A,河科大西苑校区,洛阳,112.3677,34.662,22.0
3636A,英才小学,洛阳,112.4388,34.6781,21.0
3637A,人民广场,七台河,131.0176,45.7761,55.0
3638A,轻化工大学,自贡,104.7636,29.3338,18.0
3639A,市教育局,德阳,104.4019,31.1244,26.0
3642A,市北区南部,青岛,120.3503,36.0736,19.0
3643A,李沧区北部,青岛,120.3948,36.1805,12.0
3645A,东风化工厂,淄博,118.0253,36.8406,29.0
3646A,胜利站,东营,118.4978,37.4623,24.0
3647A,菏泽医专,菏泽,115.4702,35.2706,25.0
3648A,文卫南街,吴忠,106.2112,37.9768,21.0
3650A,沙坡头区政府站,中卫,105.1698,37.5162,36.0
3651A,旺旺集团,铜川,108.9543,34.8732,18.0
3652A,西北局旧址,延安,109.4809,36.5786,23.0
3653A,云深路,宜昌,111.3119,30.7273,27.0
3654A,精准医疗中心,鄂州,114.8094,30.4089,33.0
3655A,长江产业园,咸宁,114.3375,29.8683,46.0
3656A,消防大队,杭州,120.1556,30.2864,64.0
3658A,袍江中学,绍兴,120.6153,30.0764,47.0
3659A,气象局,金华,119.656,29.1131,73.0
3662A,富区青少年活动中心,齐齐哈尔,123.6333,47.2075,24.0
3663A,红旗社区,大兴安岭地区,124.1164,50.4278,16.0
3664A,连云街道,连云港,119.4172,34.7341,38.0
3665A,克州文化中心,克孜勒苏柯尔克孜自治州,76.1658,39.7157,4.0
3667A,水利职院,运城,111.0283,35.0547,26.0
3668A,城南,临汾,111.5036,36.0414,29.0
3669A,左辅环卫站,安阳,114.4705,36.0637,22.0
3670A,禹都公园,运城,111.0522,35.0439,24.0
3671A,门头沟三家店,北京,116.088,39.9726,30.0
3672A,丰台云岗,北京,116.1541,39.8204,44.0
3673A,通州东关,北京,116.6804,39.9081,56.0
3674A,房山燕山,北京,115.9577,39.7603,26.0
3675A,大兴旧宫,北京,116.4672,39.7733,61.0
3678A,市第七中学,济宁,116.5907,35.4054,19.0
3682A,济南四建,济南,116.9814,36.6819,20.0
3683A,昆区政府,包头,109.8331,40.6576,19.0
3684A,新建矿广场,七台河,130.8781,45.8222,35.0
3685A,双创科技城,上饶,117.897,28.4315,53.0
3689A,行政服务中心,新乡,113.9003,35.372,28.0
3690A,外国语学校,南昌,115.9721,28.7031,46.0
3692A,消防缸窑路中队,唐山,118.2059,39.6585,133.0
3693A,路南电大,唐山,118.1436,39.6202,117.0
3694A,延庆石河营,北京,115.986,40.4563,18.0
3695A,怀柔新城,北京,116.6151,40.3053,37.0
3696A,丰台小屯,北京,116.2545,39.8768,54.0
3697A,密云镇,北京,116.84,40.3844,33.0
3698A,红旗小学,呼和浩特,111.5968,40.8178,17.0
3699A,海东办,呼和浩特,111.6518,40.8389,17.0
3700A,康养中心(对照点),雅安,103.0456,29.9956,15.0
3701A,皖北煤电集团,宿州,116.9648,33.6252,21.0
3703A,安钢职工学校,安阳,114.2917,36.0949,23.0
3706A,老干部活动中心,通辽,122.2584,43.6333,25.0
3707A,欧美日汽修厂,鸡西,131.0207,45.3073,33.0
3708A,东方明珠社区,通辽,122.2922,43.6189,32.0
3709A,市政设施管理处,鸡西,130.9967,45.3106,29.0
3710A,白沙活动中心,宁波,121.5594,29.8975,28.0
3713A,世纪城,四平,124.3419,43.1666,30.0
3715A,蚌埠田家炳中学,蚌埠,117.3092,32.9314,41.0
3719A,昌都会议中心,昌都,97.1714,31.1406,3.0
3726A,林业技术推广中心,日喀则,88.8781,29.2426,6.0
3728A,白酒学院,宜宾,104.68,28.8071,18.0
3734A,理想之城,东营,118.35,37.26,51.0
3860A,皇山花园小区,临沂,118.392,35.03,32.0
3861A,寒亭区实验一小,潍坊,119.2041,36.7699,39.0
3866A,三高中,营口,122.2469,40.66302,22.0
3867A,平安区公安北苑,海东地区,102.0738,36.5056,39.0
